Iteration	Posterior	Likelihood	Prior	neo_beta	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_beta	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
60	-616.7518	-886.3969	269.6451	0.0692344	0.308264	0.521396	0.169605	0.000734718	1.181406	3.250765	1.866888	0.309675	0.586246	0.0745326	0.0295465
66	-621.8513	-894.6058	272.7545	0.1046799	0.256023	0.619931	0.123173	0.000873567	1.388847	2.311944	0.250151	0.308194	0.349654	0.146598	0.195554
72	-606.7551	-879.2985	272.5434	0.05486862	0.182657	0.675247	0.14149	0.000606857	1.647916	1.904819	0.2997798	0.388724	0.338813	0.110302	0.162161
78	-609.0557	-881.0282	271.9724	0.07833771	0.211873	0.565715	0.212517	0.00989393	1.491491	2.247902	0.8768232	0.697547	0.134449	0.0724075	0.0955967
84	-606.3277	-878.1346	271.8069	0.06978384	0.202192	0.337065	0.285431	0.175311	1.692582	1.579181	1.810179	0.667536	0.186425	0.0434059	0.102633
90	-631.5001	-903.273	271.773	0.05070178	0.0102324	0.237644	0.220829	0.531295	1.431634	2.156052	0.8430192	0.309425	0.287609	0.0260391	0.376928
96	-621.3319	-892.4055	271.0736	0.05667303	0.118159	0.535959	0.141781	0.204101	1.537056	2.148887	1.623292	0.570513	0.0749052	0.0229125	0.331669
102	-639.4598	-909.5553	270.0955	0.8793062	0.637653	0.0373492	0.0524836	0.272514	1.597899	2.326408	2.855671	0.863394	0.00251715	0.0158087	0.118281
108	-641.9346	-912.5808	270.6461	1.440582	0.662079	0.0413393	0.13222	0.164362	1.565165	1.790952	2.474816	0.726324	0.00797976	0.0198716	0.245825
114	-619.8509	-892.1509	272.3	0.5642964	0.541887	0.00497398	0.279435	0.173704	1.7677	1.515852	1.657243	0.262373	0.393953	0.0551868	0.288487
120	-623.6276	-892.0436	268.416	0.5925178	0.298834	0.00587904	0.500103	0.195184	1.596139	1.811293	9.953462	0.530501	0.400185	0.0464784	0.0228353
126	-616.5632	-886.9482	270.385	0.3261478	0.604239	0.0141815	0.371974	0.00960537	1.24874	2.834321	2.518172	0.470418	0.528169	0.00091754	0.000495457
132	-624.8089	-893.9939	269.1851	0.7184421	0.243677	0.025914	0.706784	0.0236251	1.497241	2.037273	6.314706	0.367852	0.617994	0.000717486	0.0134366
138	-618.7591	-889.514	270.7549	0.4113753	0.424979	0.074294	0.247785	0.252943	1.478871	2.272593	2.894235	0.594992	0.351076	0.00116052	0.0527712
144	-623.1149	-891.371	268.2561	0.9170471	0.309496	0.0756793	0.380997	0.233827	1.463318	3.008074	4.400381	0.755587	0.0937395	0.00190165	0.148772
150	-615.2821	-886.319	271.0369	0.5538769	0.199851	0.143413	0.636917	0.0198195	1.451762	2.593777	1.622321	0.483632	0.0570425	0.00362797	0.455698
156	-621.7538	-892.4009	270.6471	0.1228228	0.387952	0.360796	0.163837	0.0874147	1.347233	2.836069	1.792915	0.308897	0.465308	0.0247172	0.201077
162	-631.3937	-903.2681	271.8743	0.3260397	0.215228	0.438843	0.0908934	0.255036	1.543485	2.438226	1.091322	0.417361	0.392281	0.020838	0.16952
168	-640.6779	-908.8678	268.1899	0.2329445	0.0953036	0.472768	0.157176	0.274752	1.185337	4.268599	2.257207	0.587315	0.156997	0.00432389	0.251364
174	-635.7764	-904.1444	268.368	0.4638652	0.538335	0.247302	0.0889903	0.125373	1.943239	1.202439	12.55874	0.409001	0.425873	0.104085	0.0610418
180	-645.6829	-914.2493	268.5664	0.5877622	0.295453	0.665249	0.0177719	0.0215262	1.892853	1.345272	10.69151	0.903094	0.0612651	0.0281409	0.00750033
186	-629.3132	-899.9206	270.6074	0.6553445	0.504737	0.369524	0.0183601	0.107378	2.020708	1.123374	4.725722	0.908072	0.0461072	0.0113101	0.034511
192	-638.6903	-911.321	272.6306	1.162087	0.43538	0.0842553	0.168848	0.311516	2.020708	1.007974	1.009688	0.492449	0.371266	0.0289255	0.107359
198	-634.8146	-907.7806	272.966	1.612169	0.67078	0.0341825	0.120892	0.174145	1.983102	1.007974	0.2579019	0.386062	0.368365	0.0521213	0.193451
204	-630.9939	-905.035	274.0411	0.6825934	0.344613	0.0157905	0.577298	0.062299	1.901489	0.8726186	0.1960413	0.41992	0.316477	0.101269	0.162334
210	-623.0856	-896.8058	273.7202	0.8000596	0.548627	0.0151502	0.413691	0.0225316	1.735902	1.241004	0.2599649	0.66005	0.185468	0.0593478	0.0951339
216	-627.988	-901.633	273.645	0.5708613	0.714695	0.0147342	0.258215	0.0123558	2.148048	1.159351	0.2599649	0.376968	0.379489	0.0831873	0.160356
222	-620.7442	-893.9544	273.2102	0.4155591	0.390895	0.00816148	0.451292	0.149652	2.069833	0.9956734	1.15384	0.372643	0.375135	0.0773991	0.174823
228	-630.0019	-902.718	272.7161	0.4631076	0.559432	0.00468895	0.421717	0.014162	1.905334	1.333915	1.404427	0.425255	0.184599	0.321528	0.0686176
234	-616.6834	-889.7587	273.0753	0.5953619	0.615541	0.0111674	0.314097	0.0591952	1.423514	2.076964	0.3119922	0.314196	0.376753	0.229523	0.0795273
240	-613.9774	-886.2385	272.2611	0.2934838	0.777847	0.0166354	0.0976142	0.107903	1.32881	2.414431	0.9717027	0.133085	0.760313	0.0293349	0.0772672
246	-610.4758	-879.8133	269.3375	0.5452022	0.528906	0.0813095	0.149913	0.239872	1.384535	2.414431	5.195051	0.231222	0.547393	0.0871413	0.134244
252	-625.5022	-897.5055	272.0033	0.3675815	0.433162	0.0443918	0.264647	0.2578	1.434602	2.807424	0.4631496	0.138666	0.457201	0.264507	0.139626
258	-614.1583	-885.6057	271.4473	0.650996	0.624823	0.0912663	0.183062	0.100848	1.726117	2.800706	0.4631496	0.0607269	0.747377	0.190054	0.00184291
264	-623.0681	-895.847	272.779	0.3623237	0.331168	0.113703	0.185332	0.369798	1.717053	2.046763	0.6116801	0.0654715	0.499647	0.431146	0.00373558
270	-617.7721	-890.4672	272.695	0.4312508	0.38508	0.0647557	0.367396	0.182769	1.63901	2.046763	0.7108603	0.165854	0.486242	0.2782	0.0697041
276	-613.0134	-886.0201	273.0066	0.2998675	0.260057	0.0779215	0.442092	0.219929	1.777939	1.883217	0.6043825	0.0829816	0.651577	0.228368	0.0370728
282	-613.1312	-884.8862	271.755	0.8211768	0.241928	0.0798306	0.452924	0.225317	1.513147	2.556758	0.5844944	0.100611	0.771528	0.100569	0.0272922
288	-614.6808	-885.1899	270.5091	0.239172	0.587669	0.262278	0.0250859	0.124967	1.120332	3.348579	1.423761	0.363629	0.265934	0.363475	0.00696236
294	-626.3527	-897.0279	270.6752	0.6030181	0.467731	0.0543193	0.142672	0.335278	1.192434	3.682031	0.2727593	0.243589	0.521138	0.221629	0.0136438
300	-637.2742	-908.9376	271.6633	0.3253448	0.36433	0.154981	0.423384	0.0573047	1.46592	1.924424	2.424916	0.16865	0.206686	0.623722	0.000942766
306	-628.6524	-900.5474	271.895	0.3564307	0.487244	0.396603	0.0852896	0.0308633	1.661688	2.336793	1.093266	0.293867	0.296929	0.40785	0.0013544
312	-620.6314	-891.803	271.1716	0.2616116	0.663611	0.0720631	0.239222	0.0251039	1.755367	2.156262	2.245257	0.396585	0.251014	0.350411	0.00199049
318	-617.4771	-888.8127	271.3356	0.3554875	0.176923	0.289122	0.42447	0.109485	1.579555	2.241096	2.02215	0.693319	0.157472	0.148366	0.000842782
324	-619.7561	-890.6861	270.9299	0.2545886	0.569101	0.0669972	0.163078	0.200824	1.713381	2.241096	2.467783	0.775568	0.192707	0.0309068	0.000818646
330	-644.9848	-913.6098	268.625	0.1018317	0.19817	0.543495	0.167582	0.0907528	1.361179	3.831354	2.064985	0.747311	0.165	0.0245729	0.0631157
336	-626.2963	-897.1783	270.882	0.06954371	0.601216	0.258588	0.0909452	0.0492507	1.535799	2.183036	2.064985	0.401497	0.228693	0.0696936	0.300116
342	-627.388	-899.2836	271.8956	0.3335176	0.0624406	0.607952	0.213816	0.115791	1.517995	1.960972	1.946313	0.68154	0.0164183	0.268297	0.0337445
348	-631.9122	-904.1167	272.2045	0.5204436	0.0633128	0.532077	0.344197	0.0604134	1.663179	1.960972	1.216382	0.614972	0.0198503	0.324379	0.0407981
354	-633.5267	-903.3318	269.8051	0.3503291	0.460783	0.313461	0.202776	0.0229799	1.699445	1.759424	6.170155	0.441918	0.307613	0.227341	0.0231283
360	-610.9761	-883.4479	272.4719	0.6502693	0.482865	0.323383	0.174029	0.0197222	1.701171	1.2254	1.872912	0.751261	0.0629398	0.168643	0.0171566
366	-619.4182	-890.868	271.4498	0.4715561	0.416965	0.0168464	0.0149154	0.551274	1.701327	1.443553	3.287554	0.666424	0.0324194	0.297461	0.00369634
372	-618.1322	-886.5125	268.3803	0.3465814	0.674401	0.0272475	0.280426	0.0179253	1.588572	1.535548	12.64401	0.809698	0.0306811	0.156123	0.00349814
378	-603.6	-874.0119	270.4119	0.5316583	0.670967	0.0377345	0.273797	0.0175016	1.788899	1.522702	4.865205	0.226836	0.0714218	0.693599	0.00814324
384	-608.6456	-880.5649	271.9193	0.3725923	0.564078	0.140518	0.207983	0.0874216	1.658952	1.747472	2.107181	0.27023	0.0668305	0.655334	0.00760533
390	-600.8748	-873.8847	273.0099	0.4123644	0.652947	0.0529084	0.207096	0.0870488	1.741588	1.352303	1.286277	0.718802	0.0466138	0.229279	0.00530467
396	-604.443	-877.8195	273.3766	0.3606689	0.537315	0.0773509	0.345857	0.0394771	1.636706	1.500749	0.8640904	0.413123	0.150696	0.43352	0.00266124
402	-603.7513	-877.7692	274.0179	0.4635504	0.63269	0.00578871	0.235442	0.126079	1.73253	1.28451	0.276203	0.315005	0.618194	0.0660847	0.00071636
408	-603.3754	-877.3108	273.9355	0.5230924	0.328864	0.257233	0.319857	0.0940462	2.10584	0.8456808	0.4398254	0.562078	0.321624	0.115436	0.000862007
414	-623.3814	-895.1364	271.755	0.4410566	0.479876	0.148781	0.240791	0.130551	2.10584	0.7453168	3.384736	0.643846	0.30461	0.0504202	0.00112354
420	-633.2946	-907.1796	273.8851	0.3792206	0.271034	0.260452	0.299652	0.168862	1.894652	0.9918391	0.6957244	0.0556021	0.362591	0.357837	0.22397
426	-623.2362	-895.9264	272.6902	0.2721813	0.493506	0.0749625	0.219842	0.21169	1.8484	1.548304	1.332871	0.0496115	0.703417	0.151898	0.0950729
432	-635.6225	-909.7062	274.0837	0.4613294	0.591138	0.0162441	0.347758	0.0448603	2.122449	0.8215015	0.1899262	0.105393	0.603792	0.28335	0.00746529
438	-633.7303	-904.9397	271.2094	0.6520482	0.493608	0.142247	0.351819	0.0123255	1.914803	1.025753	3.912828	0.699253	0.0784342	0.137309	0.0850044
444	-631.8843	-905.7358	273.8515	0.2644838	0.486794	0.000279328	0.462283	0.0506442	1.829089	1.410975	0.3625698	0.24654	0.571917	0.136968	0.0445751
450	-629.4787	-902.8967	273.4179	0.531633	0.684578	0.00139337	0.283249	0.0307804	1.771349	1.628947	0.3584615	0.133931	0.263912	0.21977	0.382387
456	-637.3065	-906.8295	269.523	0.4637513	0.492442	0.00582476	0.452409	0.0493236	1.954834	0.9075511	9.15992	0.335202	0.0814849	0.510539	0.0727735
462	-638.0797	-910.4309	272.3512	0.2755765	0.474243	0.000473239	0.478995	0.0462887	1.768594	1.336543	2.197253	0.350217	0.0130871	0.448377	0.188319
468	-635.0421	-907.8106	272.7686	0.387439	0.679842	0.000264548	0.198435	0.121459	1.718633	1.452371	1.46098	0.35081	0.100338	0.380202	0.168651
474	-630.6257	-904.1488	273.5231	0.2418707	0.435052	0.00254685	0.261694	0.300708	1.837668	1.611135	0.4264103	0.521044	0.113325	0.190589	0.175042
480	-621.348	-894.0279	272.6798	0.3545042	0.573076	0.00254204	0.344419	0.0799631	1.540415	2.395168	0.3318411	0.148409	0.222355	0.285785	0.343451
486	-627.5123	-899.4601	271.9478	0.2834469	0.487626	0.00216574	0.301117	0.209091	1.365357	2.631565	0.9048071	0.0795552	0.62375	0.26124	0.0354543
492	-619.2863	-890.3633	271.077	0.2820859	0.473268	0.00238971	0.332257	0.192085	1.362966	3.265236	0.7342469	0.0756974	0.247157	0.614264	0.0628823
498	-615.9846	-888.0929	272.1083	0.3196	0.566654	0.00196603	0.27335	0.15803	1.498563	2.747072	0.4213139	0.0401201	0.76645	0.0760506	0.11738
504	-627.879	-899.1909	271.3119	0.4013733	0.365932	0.00669711	0.52528	0.102091	1.735789	2.747072	0.9082442	0.0785057	0.328166	0.492407	0.100921
510	-617.7144	-890.1963	272.4819	0.3707231	0.67114	0.00611646	0.241192	0.0815517	1.689156	1.426302	1.904375	0.203068	0.510557	0.203896	0.0824779
516	-628.597	-901.1131	272.5161	0.4980571	0.584401	0.00596625	0.306126	0.103507	1.689156	1.907361	0.9742843	0.209945	0.527845	0.210801	0.0514094
522	-626.8061	-900.1273	273.3211	0.3445935	0.657383	0.0348666	0.229988	0.0777633	1.435075	2.071601	0.2621857	0.0945857	0.823957	0.0751451	0.00631238
528	-627.4897	-900.5054	273.0157	0.4613576	0.476616	0.025279	0.434402	0.063703	1.472656	2.18338	0.2538819	0.101762	0.416957	0.210021	0.27126
534	-624.708	-898.2652	273.5572	0.3210084	0.42917	0.0202194	0.480047	0.0705638	1.363128	1.921127	0.3980827	0.587407	0.199389	0.0834878	0.129716
540	-633.5755	-906.068	272.4925	0.3640618	0.684384	0.0284242	0.234953	0.0522384	1.526701	2.145315	0.9222411	0.615741	0.190361	0.0955543	0.0983427
546	-634.902	-904.621	269.719	0.3900856	0.528994	0.0982908	0.338146	0.0345687	1.416587	2.997695	2.801537	0.408133	0.0532154	0.129938	0.408714
552	-618.2694	-888.6695	270.4001	0.4364546	0.24912	0.338598	0.161699	0.250584	1.490711	2.247415	3.518901	0.494606	0.0158031	0.0431249	0.446466
558	-603.9063	-875.4439	271.5376	0.2978359	0.36462	0.0599538	0.245321	0.330105	2.081645	0.8636136	3.864806	0.669252	0.136185	0.049814	0.144749
564	-611.891	-885.3668	273.4758	0.3923802	0.653591	0.107469	0.207986	0.0309552	2.034385	0.9701504	0.9652427	0.128412	0.358876	0.13127	0.381442
570	-624.8371	-898.6661	273.8289	0.255158	0.651695	0.10278	0.093892	0.151633	1.622247	1.619107	0.2521906	0.0647122	0.400996	0.115801	0.418491
576	-635.3762	-908.5055	273.1293	0.3592284	0.527605	0.172922	0.264583	0.0348902	1.896243	1.619107	0.7001864	0.119258	0.556193	0.164184	0.160365
582	-627.9359	-901.7449	273.809	0.295889	0.689665	0.0327649	0.226162	0.0514087	1.528976	1.619107	0.4295244	0.180371	0.442324	0.134762	0.242543
588	-631.2853	-903.9823	272.697	0.5592804	0.569508	0.0711587	0.335845	0.0234888	1.468336	2.327766	0.2586736	0.443122	0.242292	0.170262	0.144324
594	-642.8785	-915.6064	272.7279	0.804552	0.380242	0.381507	0.123486	0.114766	1.745786	1.489379	0.9737839	0.033127	0.58241	0.17111	0.213353
600	-637.7263	-911.0092	273.2828	0.3301171	0.6909	0.0502191	0.252669	0.00621203	1.647703	1.96196	0.2441127	0.604827	0.237295	0.0873225	0.0705553
606	-645.9178	-918.0924	272.1745	0.3736597	0.202951	0.255862	0.5066	0.0345871	1.686132	2.627823	0.2406748	0.119573	0.632368	0.204427	0.0436316
612	-631.2686	-904.6842	273.4156	0.7338632	0.601321	0.0332606	0.219009	0.14641	1.818332	1.471132	0.2329424	0.760972	0.0580583	0.139143	0.0418265
618	-633.2205	-906.8678	273.6473	0.5549161	0.599332	0.083578	0.190043	0.127046	1.77146	1.471132	0.285491	0.576358	0.283216	0.089207	0.051219
624	-635.3631	-907.7844	272.4212	0.4881732	0.330104	0.1523	0.501474	0.0161231	1.610039	2.442532	0.1934197	0.0406646	0.533254	0.121236	0.304845
630	-618.2328	-892.079	273.8462	0.1141741	0.301445	0.178474	0.391192	0.12889	1.84854	1.185055	0.1542846	0.13975	0.237364	0.139486	0.4834
636	-613.3393	-887.0065	273.6672	0.2712344	0.411496	0.079193	0.401689	0.107622	1.954101	1.492245	0.2478355	0.313615	0.365479	0.229481	0.0914251
642	-627.5104	-899.2756	271.7652	0.6587593	0.680204	0.0999195	0.129276	0.0906005	1.127477	3.028279	0.1881707	0.0736934	0.639786	0.264304	0.0222166
648	-605.791	-875.2191	269.4281	0.5666291	0.59779	0.0921701	0.230547	0.0794928	1.098941	4.452244	0.1881707	0.0711851	0.404135	0.0854475	0.439233
654	-612.4463	-883.3511	270.9048	0.6404731	0.68644	0.161555	0.115881	0.0361249	0.9711969	3.60001	0.1503087	0.0302142	0.195545	0.0406893	0.733551
660	-612.8942	-883.0543	270.1601	0.6042566	0.164791	0.39653	0.217605	0.221074	1.077832	4.005082	0.1626714	0.795234	0.0556556	0.0115809	0.137529
666	-611.5656	-885.2057	273.6401	0.1945317	0.257786	0.294767	0.361979	0.0854679	1.350707	1.806037	0.1262923	0.211831	0.526774	0.0371591	0.224236
672	-620.045	-891.3334	271.2883	0.4082306	0.564891	0.146144	0.179467	0.109498	1.187904	3.380363	0.1473275	0.261679	0.43593	0.0307509	0.271641
678	-613.9132	-884.3133	270.4001	0.4082306	0.483871	0.0639886	0.400439	0.0517019	1.086231	4.011457	0.2733791	0.18108	0.473508	0.0503552	0.295056
684	-625.7192	-894.6311	268.9119	0.3348576	0.636772	0.0770972	0.190032	0.0960986	0.9338353	4.200078	1.755043	0.322813	0.129579	0.0739664	0.473641
690	-621.994	-892.9755	270.9815	0.4932127	0.491091	0.0691276	0.200124	0.239658	1.363734	3.136974	0.8792798	0.318466	0.181401	0.0344647	0.465668
696	-612.1499	-881.7872	269.6373	0.4306364	0.535651	0.0754001	0.225332	0.163618	1.302584	3.196752	2.531727	0.312542	0.259265	0.0310488	0.397144
702	-615.7105	-887.028	271.3175	0.4784993	0.311659	0.349759	0.135507	0.203075	1.653445	1.678821	3.03572	0.567596	0.20806	0.0189264	0.205417
708	-602.7015	-876.0475	273.346	0.4163234	0.361273	0.107248	0.40252	0.128959	1.571814	1.678821	0.6799521	0.716175	0.178101	0.0118582	0.0938652
714	-615.842	-886.8259	270.9838	0.4163234	0.300793	0.224415	0.202701	0.272091	1.501571	3.113775	0.8513226	0.152942	0.534192	0.00722267	0.305643
720	-616.1332	-886.5418	270.4086	0.4163234	0.455733	0.17351	0.321958	0.0487993	1.426108	3.318539	1.15668	0.443374	0.535795	0.00383555	0.0169949
726	-613.5897	-886.3991	272.8095	0.4163234	0.472993	0.180081	0.316899	0.0300269	1.404688	1.831703	1.15668	0.629225	0.181478	0.047714	0.141583
732	-642.2776	-913.6873	271.4097	0.50906	0.255629	0.596998	0.0951192	0.0522533	1.833992	1.776513	2.344905	0.558205	0.270984	0.144184	0.0266276
738	-633.448	-906.0684	272.6204	0.09506113	0.21026	0.429464	0.298357	0.0619183	1.896215	1.276483	1.368133	0.559858	0.172092	0.136636	0.131413
744	-630.2249	-904.1079	273.883	0.4448427	0.697505	0.0657349	0.193243	0.0435168	1.728983	1.386406	0.1870403	0.0177726	0.592402	0.158192	0.231633
750	-620.9573	-895.1752	274.2179	0.4030808	0.408049	0.0467899	0.469299	0.0758624	1.828029	1.07529	0.2292675	0.0221262	0.737517	0.196943	0.0434132
756	-612.0258	-886.1446	274.1188	0.3871764	0.473058	0.0152795	0.479943	0.0317195	1.922001	1.074475	0.1963172	0.1974	0.315298	0.062162	0.42514
762	-601.6242	-875.7241	274.0999	0.4344107	0.571351	0.0837139	0.306625	0.0383102	1.922001	1.074475	0.2435512	0.34077	0.340167	0.0655072	0.253555
768	-609.1305	-883.3126	274.1821	0.4344107	0.420795	0.265471	0.194856	0.118879	1.656214	1.236566	0.2435512	0.27047	0.441231	0.0555914	0.232708
774	-615.9127	-888.941	273.0283	0.4344107	0.515569	0.0464626	0.15243	0.285539	1.788402	1.210176	1.383824	0.500122	0.289262	0.0875694	0.123047
780	-615.1122	-888.8898	273.7777	0.5864796	0.293635	0.020204	0.432364	0.253797	1.927053	1.12853	0.4332565	0.0452525	0.832046	0.048673	0.0740281
786	-605.7314	-879.8124	274.081	0.4585863	0.611456	0.0204197	0.251749	0.116375	1.942641	1.047239	0.2828113	0.147971	0.640397	0.0972518	0.11438
792	-608.4997	-881.7521	273.2524	0.4585863	0.580444	0.019384	0.350093	0.0500782	1.976105	0.811159	1.343345	0.307719	0.190158	0.100962	0.401161
798	-623.1654	-896.6168	273.4514	0.3171472	0.18312	0.00408587	0.520562	0.292232	2.477303	0.5637754	0.8709034	0.450674	0.283737	0.150647	0.114942
804	-623.6643	-896.6565	272.9922	0.3171472	0.402542	0.139537	0.261879	0.196043	2.440912	0.5259318	1.392113	0.264592	0.436142	0.122585	0.176682
810	-625.5369	-899.599	274.0621	0.2867552	0.466669	0.0970676	0.416658	0.0196057	2.440912	0.4518937	0.2580313	0.189034	0.395036	0.0586235	0.357306
816	-623.043	-897.0982	274.0552	0.5335006	0.376435	0.0489835	0.565695	0.00888695	2.226399	0.589059	0.2068813	0.540084	0.185812	0.137476	0.136628
822	-623.6959	-897.934	274.2382	0.3620381	0.388344	0.0480479	0.554891	0.00871721	1.995997	0.9197254	0.2721396	0.513398	0.347428	0.077779	0.0613946
828	-637.6607	-911.1937	273.5329	0.7014744	0.708815	0.108786	0.166488	0.0159109	2.222924	0.9954736	0.3966929	0.598338	0.22068	0.131568	0.0494134
834	-626.974	-900.0076	273.0336	0.4262587	0.62249	0.104807	0.187177	0.0855256	1.673745	2.044369	0.3285828	0.388164	0.502429	0.0533138	0.0560932
840	-629.7265	-901.7896	272.0631	0.4514119	0.231293	0.0435238	0.495909	0.229274	2.184662	0.8091714	2.645538	0.400522	0.477805	0.0560635	0.06561
846	-623.8665	-896.4277	272.5612	0.7805443	0.297214	0.0559284	0.272508	0.37435	1.959894	1.787841	0.555352	0.095861	0.893147	0.00513371	0.00585851
852	-614.9578	-888.4577	273.4999	0.2275966	0.377532	0.116212	0.211224	0.295032	1.577801	1.868674	0.3064962	0.419782	0.490263	0.0247272	0.0652281
858	-619.6274	-892.9931	273.3656	0.2197065	0.0648233	0.20349	0.108666	0.623021	1.632975	1.920358	0.3064962	0.0229326	0.787159	0.0355877	0.154321
864	-623.3	-894.8623	271.5623	0.3565493	0.415869	0.0933795	0.204854	0.285898	1.532364	2.348508	1.58271	0.0887778	0.581401	0.0870035	0.242818
870	-616.4688	-888.7119	272.2431	0.252487	0.642234	0.0514233	0.148902	0.157441	1.482691	2.74455	0.272418	0.587485	0.227491	0.132778	0.0522461
876	-608.6324	-881.9443	273.3119	0.2715921	0.351069	0.0705383	0.1636	0.414793	1.675472	1.938969	0.272418	0.499111	0.233451	0.177875	0.089563
882	-597.194	-871.2342	274.0402	0.2476788	0.352728	0.0924049	0.454229	0.100638	1.643645	1.44461	0.272418	0.144884	0.484917	0.0516341	0.318565
888	-605.0494	-878.5461	273.4967	0.7980384	0.422554	0.438496	0.0437527	0.0951969	1.782903	1.384367	0.235413	0.0879068	0.575034	0.304716	0.0323432
894	-619.947	-893.8207	273.8737	0.4963059	0.534096	0.341367	0.091996	0.0325402	1.822067	1.303523	0.27344	0.177342	0.613054	0.199656	0.00994828
900	-616.3802	-889.8848	273.5046	0.449842	0.587732	0.12248	0.262183	0.0276047	1.610126	1.768412	0.2273988	0.398419	0.407726	0.184703	0.00915186
906	-623.0498	-896.0876	273.0378	0.6515849	0.471762	0.0203078	0.480142	0.0277876	1.495483	2.024335	0.2741455	0.398753	0.408069	0.184858	0.00831975
912	-620.7355	-890.2914	269.5559	0.4804761	0.534103	0.0798599	0.235038	0.150998	1.655062	2.31781	4.578278	0.528168	0.0500193	0.0257132	0.396099
918	-628.4322	-897.0294	268.5972	0.449671	0.346773	0.0866473	0.525482	0.0410979	1.493761	2.559559	6.455689	0.610197	0.0754411	0.0500454	0.264317
924	-625.7089	-898.295	272.5861	0.4755642	0.324946	0.0403347	0.615588	0.0191313	1.914779	1.681675	1.026179	0.604556	0.105029	0.0383975	0.252018
930	-612.0194	-885.5139	273.4946	0.3628113	0.675877	0.157375	0.0925586	0.0741892	1.820637	1.681675	0.2454571	0.493966	0.374302	0.0906372	0.0410946
936	-618.2147	-890.58	272.3652	0.3628113	0.531433	0.118714	0.291519	0.058334	1.852936	1.784302	1.271558	0.0807164	0.786849	0.0227643	0.10967
942	-615.4882	-887.8127	272.3245	0.5126886	0.335004	0.238078	0.380266	0.0466521	1.63713	2.322708	0.5864171	0.365617	0.596331	0.0172525	0.0207995
948	-631.4	-904.0172	272.6171	0.5126886	0.28543	0.13984	0.538269	0.03646	1.435103	2.413538	0.3282543	0.639712	0.269091	0.0548038	0.0363926
954	-614.1604	-887.3605	273.2001	0.4668028	0.448602	0.186544	0.265156	0.0996989	1.597644	1.948241	0.3532663	0.190288	0.568844	0.200179	0.0406903
960	-607.3791	-879.1896	271.8105	0.3744067	0.310516	0.114805	0.408854	0.165824	1.739622	1.816824	2.008423	0.427155	0.415774	0.13327	0.0238008
966	-607.768	-879.8599	272.0919	0.3924204	0.218921	0.376749	0.354131	0.0502002	1.451851	1.951211	1.743862	0.571252	0.018646	0.367601	0.0425011
972	-605.5581	-876.9343	271.3762	0.3924204	0.596458	0.126107	0.194141	0.0832933	1.103305	2.47083	2.083556	0.653906	0.0151034	0.29776	0.0332304
978	-610.742	-880.7136	269.9716	0.4591919	0.377364	0.174016	0.313932	0.134688	1.060644	3.466193	1.739593	0.745515	0.00858486	0.119247	0.126653
984	-604.5997	-874.4592	269.8595	0.8335319	0.393116	0.133103	0.173375	0.300406	1.317321	2.40001	3.638902	0.760099	0.0254474	0.0393854	0.175069
990	-606.452	-879.0054	272.5534	0.425188	0.545417	0.155888	0.0717192	0.226976	1.421528	2.258772	0.7478843	0.442838	0.267648	0.187519	0.101996
