Iteration	Posterior	Likelihood	Prior	neo_beta	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_beta	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
660	-631.6105	-903.3214	271.711	0.6594485	0.313077	0.206861	0.207489	0.272573	2.545822	0.4168826	2.492509	0.321652	0.411475	0.106228	0.160645
666	-626.0667	-898.1858	272.1191	0.3427418	0.415952	0.0442414	0.503647	0.0361597	2.57794	0.460051	2.307278	0.453561	0.206556	0.0273246	0.312558
672	-622.879	-895.6001	272.7211	0.20777	0.34622	0.0759555	0.326679	0.251146	1.977354	1.367545	1.407087	0.448722	0.129317	0.37635	0.0456098
678	-610.4641	-883.2273	272.7632	0.7485139	0.588491	0.0347311	0.321392	0.0553856	1.904127	1.412858	0.9397214	0.581044	0.249793	0.0778554	0.0913068
684	-631.0911	-902.3957	271.3046	0.8490085	0.32165	0.0274098	0.0539655	0.596974	2.131287	0.9649101	3.074313	0.428567	0.453784	0.0503029	0.0673462
690	-626.9688	-898.8227	271.8538	0.3302289	0.419294	0.0242429	0.536673	0.0197906	1.630198	1.629066	2.524241	0.108475	0.455914	0.318517	0.117094
696	-630.1473	-903.0015	272.8542	0.5832933	0.451633	0.0464053	0.431279	0.0706829	1.556669	2.111535	0.3838995	0.138569	0.504028	0.207823	0.14958
702	-629.1737	-902.3372	273.1634	0.4061188	0.365885	0.0811136	0.308467	0.244534	1.405735	1.87425	0.7524691	0.039501	0.689702	0.228157	0.0426397
708	-631.2724	-904.5952	273.3229	0.5102055	0.287131	0.208952	0.500953	0.00296418	1.65346	1.515354	0.7524691	0.388318	0.379239	0.177146	0.055298
714	-621.3389	-892.5166	271.1777	1.161983	0.587539	0.14645	0.264446	0.00156475	1.843742	0.9449327	3.283906	0.486484	0.264614	0.171825	0.0770775
720	-624.5784	-895.2098	270.6313	0.8938026	0.115066	0.60781	0.177693	0.0994313	2.001615	0.7239335	4.961875	0.581587	0.177903	0.156467	0.0840433
726	-627.0927	-898.2452	271.1526	0.2693762	0.0392684	0.418113	0.323878	0.21874	2.163014	0.7963771	4.622003	0.0278452	0.456266	0.365205	0.150684
732	-616.9366	-890.2401	273.3036	0.5749588	0.228148	0.325361	0.329095	0.117396	2.228906	0.7255107	0.9656864	0.0314009	0.496809	0.307716	0.164074
738	-622.2604	-894.5154	272.255	0.5907464	0.492122	0.0500781	0.450494	0.00730661	2.189571	0.7185552	2.238787	0.120687	0.594777	0.171143	0.113392
744	-628.0035	-901.4257	273.4223	0.5465284	0.53675	0.0677646	0.374124	0.0213609	1.719604	1.593987	0.4534799	0.000106885	0.467345	0.506427	0.0261205
750	-608.592	-879.9401	271.3481	0.7157401	0.302353	0.076435	0.606752	0.0144591	1.982719	0.9069384	3.606782	0.420461	0.267433	0.126408	0.185698
756	-611.3494	-884.1102	272.7607	0.4928193	0.65705	0.037574	0.298268	0.00710785	1.849339	1.223282	1.539079	0.0495444	0.597594	0.259936	0.0929256
762	-596.0083	-869.8148	273.8065	0.3940822	0.589836	0.0337303	0.267756	0.108678	2.063029	1.223282	0.3182533	0.0745329	0.64349	0.142183	0.139794
768	-614.2322	-888.1398	273.9076	0.4293329	0.240381	0.17579	0.363926	0.219902	1.980359	1.073551	0.4682828	0.352017	0.385177	0.203086	0.0597195
774	-617.7081	-891.4082	273.7001	0.2736567	0.754575	0.021885	0.151213	0.0723274	1.995105	0.9136817	0.9033076	0.400175	0.437872	0.0839836	0.07797
780	-617.7615	-890.8516	273.0901	0.3526225	0.386096	0.12283	0.446945	0.0441294	1.965044	0.9136817	1.544753	0.400526	0.438257	0.0831787	0.0780385
786	-625.8209	-899.132	273.3111	0.3526225	0.485867	0.181724	0.264337	0.0680728	2.092	0.6894444	1.338498	0.166378	0.192328	0.344445	0.296849
792	-615.166	-887.6451	272.4791	0.7168021	0.238692	0.0622464	0.485498	0.213563	2.402266	0.5042367	1.594845	0.183982	0.54606	0.191311	0.0786482
798	-612.7772	-884.8559	272.0787	0.5038431	0.155674	0.0319042	0.597303	0.215119	2.470387	0.3885201	2.281269	0.318273	0.256447	0.348977	0.0763027
804	-619.3032	-888.1164	268.8132	0.6034476	0.6937	0.133652	0.164671	0.00797686	2.411178	0.7650337	9.979393	0.620506	0.133371	0.163342	0.0827803
810	-615.5979	-888.8799	273.282	0.4406714	0.452799	0.284447	0.096477	0.166277	2.530197	0.5949446	0.8840169	0.28771	0.597579	0.0531413	0.0615696
816	-617.5167	-886.3147	268.798	0.7457151	0.327299	0.395183	0.157328	0.12019	2.32955	0.8562285	9.525392	0.687612	0.25231	0.0224373	0.0376406
822	-610.5814	-883.0195	272.4382	0.1959156	0.358503	0.453903	0.173719	0.0138756	1.949945	1.399598	1.713698	0.462274	0.0949163	0.0660931	0.376716
828	-613.8896	-886.4323	272.5428	0.1794173	0.243296	0.347111	0.334032	0.0755609	1.923178	1.399598	1.596636	0.444183	0.126707	0.245437	0.183673
834	-604.3073	-875.0753	270.768	0.4572992	0.393931	0.225071	0.216591	0.164407	1.608719	1.516212	4.655812	0.493761	0.0517169	0.23232	0.222202
840	-616.8515	-884.274	267.4225	0.3680385	0.464698	0.164033	0.101069	0.2702	1.527123	2.058656	13.7993	0.307215	0.0733299	0.327246	0.292209
846	-623.6155	-894.262	270.6465	0.6795925	0.694292	0.137761	0.144746	0.0232013	1.736762	1.927718	3.069654	0.229261	0.689934	0.0181442	0.0626602
852	-627.4683	-896.1436	268.6753	0.4412765	0.639538	0.0222034	0.304437	0.0338207	1.425085	3.329162	3.547394	0.243628	0.733167	0.0192811	0.00392428
858	-619.2634	-892.7207	273.4572	0.3453367	0.49701	0.156207	0.312019	0.0347641	1.690129	1.793714	0.3194706	0.163701	0.676996	0.158714	0.000589151
864	-625.3643	-898.9921	273.6278	0.3402859	0.688398	0.0877349	0.185625	0.0382426	1.871308	1.369507	0.5780763	0.392601	0.518027	0.0881495	0.00122291
870	-622.622	-892.5915	269.9695	0.4562206	0.382564	0.106638	0.434931	0.075867	1.305999	2.606385	3.569079	0.204031	0.463052	0.185429	0.147488
876	-619.6708	-890.5556	270.8847	0.4562206	0.437182	0.121863	0.368563	0.0723923	1.319442	2.606385	2.08469	0.517174	0.134115	0.126176	0.222536
882	-628.7181	-902.631	273.9129	0.2758239	0.576233	0.0544991	0.115889	0.253379	2.200667	1.072468	0.3104113	0.151755	0.725668	0.118727	0.00385
888	-631.3799	-905.2577	273.8778	0.2758239	0.752635	0.120638	0.0405403	0.0861866	2.30617	0.9155573	0.4267235	0.108164	0.760579	0.124439	0.00681833
894	-620.5993	-894.4861	273.8868	0.4646768	0.53379	0.169268	0.0313356	0.265607	2.262007	0.8177064	0.4090082	0.224342	0.388466	0.141834	0.245358
900	-616.9137	-889.8044	272.8907	0.6005184	0.724435	0.0833381	0.0699512	0.122275	2.449896	0.5918706	1.20002	0.494734	0.235365	0.17172	0.0981803
906	-608.8649	-882.5348	273.6699	0.6325666	0.543938	0.15468	0.100035	0.201347	2.408394	0.6090528	0.4334295	0.331353	0.439436	0.20532	0.0238916
912	-608.2021	-881.4377	273.2356	0.6325666	0.380062	0.344651	0.0619012	0.213387	2.47065	0.6115323	0.7937239	0.187903	0.546823	0.174969	0.0903044
918	-607.5901	-881.3135	273.7235	0.7503994	0.144666	0.475517	0.0854056	0.294411	2.333128	0.6189705	0.2615702	0.332431	0.59203	0.0318482	0.0436909
924	-611.8696	-885.2002	273.3307	1.032658	0.594662	0.212311	0.10255	0.0904766	2.342844	0.7806754	0.2313473	0.67908	0.246376	0.0710431	0.00350122
930	-621.1919	-895.2377	274.0458	0.3655328	0.391344	0.201397	0.389486	0.017773	2.301452	0.7806754	0.263333	0.441987	0.305187	0.0569254	0.195901
936	-623.6205	-896.8001	273.1796	0.3263853	0.545301	0.206673	0.123801	0.124225	1.840973	1.013041	1.493338	0.383375	0.367137	0.0631093	0.186378
942	-637.802	-911.5086	273.7066	0.5662202	0.487528	0.223499	0.181281	0.107692	2.014751	1.213247	0.3074262	0.352697	0.404867	0.17712	0.0653161
948	-630.0269	-904.1796	274.1527	0.3339894	0.377387	0.173007	0.19231	0.257296	2.018294	0.9928962	0.3074262	0.407746	0.437436	0.117678	0.0371401
954	-627.0754	-899.7077	272.6323	0.07994521	0.327227	0.111299	0.0975892	0.463886	2.094064	1.057598	1.265972	0.323739	0.298925	0.0330537	0.344282
960	-622.3874	-895.6021	273.2147	0.1681916	0.493197	0.439812	0.0371149	0.0298768	1.928921	1.057598	1.265972	0.132817	0.58115	0.209203	0.0768297
966	-614.359	-887.2105	272.8515	0.1640265	0.420013	0.261378	0.276331	0.0422781	1.765137	1.363805	1.445135	0.0437213	0.191069	0.534019	0.23119
972	-609.5546	-881.19	271.6354	0.3239414	0.42071	0.452303	0.0846389	0.0423482	1.888296	1.556269	2.621799	0.210259	0.514668	0.0576919	0.217382
978	-617.0897	-889.4503	272.3606	0.6867147	0.203916	0.486336	0.0485632	0.261184	1.50253	2.386936	0.3966805	0.251548	0.579635	0.0806762	0.0881412
984	-617.4198	-889.9096	272.4897	0.1779129	0.14761	0.445604	0.325557	0.0812287	1.284988	2.674439	0.3259041	0.119442	0.761035	0.0776706	0.0418519
990	-619.68	-891.6323	271.9524	0.1779129	0.00630542	0.463448	0.14679	0.383456	1.339115	2.926354	0.4183319	0.0718696	0.628608	0.205059	0.0944633
