Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
0	-626.2817	-898.7442	272.4625	0.000293351	0.00123332	0.00566748	0.00244353	0.000300254	0.00175499	0.00671305	0.000303901	0.000686272	0.00151482	0.00129289	0.00484509	0.000416133	0.00142703	0.00250546	0.00169274	0.00413662	0.00184115	0.000113213	0.00313794	0.000127537	0.00206844	0.00198179	0.00170343	8.18516e-05	0.00401903	0.00158342	0.00259456	0.000415277	0.00153453	0.00088885	0.0045064	0.0021468	0.000271043	0.000161861	0.00175484	0.0110423	0.00801994	0.00737775	0.00666257	0.00250115	0.00253268	0.000346867	0.00371361	0.00161582	0.00452419	0.00172368	0.00345749	0.00372295	0.000689585	0.00464048	0.000465348	0.00148996	0.00255411	0.000781732	9.29474e-05	0.000265587	0.000727422	0.000478285	0.0026818	0.000173694	0.00532192	0.0011022	0.00188535	0.000542376	0.000427518	0.00174544	0.0014834	6.3247e-05	0.0014753	0.00119448	0.00103273	0.00421075	0.00124735	0.000431858	0.000155971	0.0012285	0.00371438	0.00134842	0.00139989	0.00388094	0.00563806	0.000104268	0.000837555	0.000986557	0.000879334	0.00139078	7.46381e-06	0.000550578	0.00201706	0.00652878	0.00652897	0.00116299	0.00353248	0.0115152	0.00559662	0.0026626	0.0031288	0.000798336	0.00280636	0.00436823	0.000307779	0.000511009	0.00206229	0.00247145	0.00712501	0.00468182	0.00510789	0.000128867	0.00342851	0.00398516	0.000625367	0.000608785	0.00192233	0.00084078	0.00223322	0.00196655	0.00106276	0.000168348	0.0036655	0.000852133	0.00118927	0.000684662	0.00246699	0.0012848	0.00671791	0.00238662	0.00243683	0.000674708	0.00183767	0.00724622	0.00165434	0.0026285	0.000348723	0.00161353	0.00317596	0.00290982	0.00349235	0.00426048	0.3007649	0.0159751	0.252584	0.747416	0.984025	0.607613	0.0683872	0.116712	0.207288	0.0213857	0.153319	0.557085	1.79506	6.52233	46.7601	2.780222	0.000899466	0.00378159	0.0173775	0.00749231	0.000920633	0.00538111	0.0205834	0.000931815	0.00210423	0.00464471	0.00396422	0.0148559	0.00127594	0.00437551	0.0076822	0.00519026	0.0126836	0.0056453	0.000347131	0.00962149	0.00039105	0.0063422	0.00607652	0.00522303	0.000250972	0.0123231	0.00485506	0.0079554	0.00127331	0.00470515	0.00272537	0.0138174	0.00658247	0.000831065	0.000496296	0.00538065	0.0338577	0.0245906	0.0226215	0.0204286	0.00766898	0.00776565	0.00106356	0.0113866	0.00495438	0.013872	0.0052851	0.0106013	0.0114152	0.00211439	0.0142285	0.00142684	0.0045685	0.00783136	0.00239693	0.000284993	0.000814337	0.00223041	0.00146651	0.00822287	0.000532578	0.0163179	0.00337955	0.00578081	0.00166302	0.00131085	0.00535185	0.00454837	0.000193927	0.00452352	0.0036625	0.00316654	0.0129109	0.00382459	0.00132415	0.000478235	0.0037668	0.0113889	0.0041345	0.00429231	0.0118997	0.0172873	0.000319706	0.00256809	0.00302496	0.00269619	0.00426437	2.28854e-05	0.00168817	0.00618467	0.0200184	0.020019	0.00356594	0.0108312	0.0353075	0.0171602	0.00816402	0.00959346	0.00244784	0.00860481	0.0133938	0.000943704	0.00156685	0.00632336	0.00757792	0.0218466	0.0143553	0.0156617	0.00039513	0.0105124	0.0122192	0.00191749	0.00186665	0.00589422	0.00257798	0.00684744	0.00602979	0.00325862	0.000516186	0.0112391	0.00261279	0.00364651	0.0020993	0.00756424	0.00393942	0.0205983	0.0073178	0.00747176	0.00206878	0.00563464	0.0222182	0.00507251	0.00805946	0.00106925	0.00494737	0.00973806	0.00892202	0.0107082	0.0130634	0.3261388	1.529678	0.177533	0.401542	0.598458	0.822467	0.108212	0.591695	0.0183072	0.281786
36	-617.6625	-890.2125	272.55	0.00307137	0.00280054	0.00156044	0.00827051	0.000595475	0.00412625	0.00839659	0.00165944	0.00183005	0.00309807	0.000373562	0.0153791	0.00648414	0.00139915	0.0050682	0.00304831	0.00269099	0.000432321	6.68989e-05	0.00476156	0.000590254	0.00278946	0.000222996	0.00364934	0.000947816	0.0036535	0.0027887	0.0038488	0.00152787	0.00124337	0.00397479	0.00240915	0.00535406	0.00136616	0.000702745	3.31704e-05	0.0115621	0.0112547	0.00229985	0.00313305	0.000528484	0.00284285	0.00104233	0.000971884	0.000563172	0.00371331	0.00114274	0.00268463	0.000926278	0.00280652	0.00360573	0.000913777	0.000915488	0.00378795	0.00117263	4.92401e-05	0.00120209	0.000237981	0.00517496	0.00135517	0.00109423	0.00590198	0.00443832	6.70125e-05	0.00382855	0.000948373	0.00630788	0.000152369	1.08832e-05	0.00125862	0.00208344	0.0020238	0.000512374	0.00229315	0.00184529	0.00130526	8.23097e-05	0.00165567	0.00223557	0.0024286	0.00148135	0.00140929	0.000637952	0.000581082	0.00345819	0.000979476	0.00196915	0.00546463	0.00245482	0.000132471	0.00553749	0.000524985	0.0049758	0.00496707	0.00795008	0.00536119	0.00327828	0.00261325	0.00185055	0.00747131	0.00114536	0.000270749	0.000275285	0.0115486	0.000723843	0.0036162	0.00532992	0.00921249	2.91634e-05	0.0064164	0.00334422	0.00160402	0.000799494	0.00165922	0.00627068	0.00139531	0.00162524	0.00379942	0.000675662	0.0023042	0.000125734	0.00597324	9.0857e-05	0.00247201	0.00446255	0.00880437	0.00244183	0.00218585	0.00287836	0.00135467	0.00487789	3.55798e-05	0.00244518	0.00373118	0.00171229	0.00213679	0.00270235	0.00267714	0.00309761	0.4572475	0.0422934	0.303724	0.696276	0.957707	0.335668	0.038852	0.243953	0.381527	0.0316232	0.185545	0.591248	1.69134	5.38953	31.6224	2.497382	0.00779684	0.00710933	0.00396126	0.0209951	0.00151164	0.0104747	0.0213152	0.00421257	0.00464568	0.00786461	0.000948306	0.0390407	0.0164603	0.00355182	0.0128659	0.0077383	0.00683122	0.00109747	0.000169826	0.0120875	0.00149839	0.00708119	0.000566087	0.00926405	0.00240608	0.00927461	0.00707926	0.0097704	0.00387857	0.00315637	0.0100902	0.00611575	0.0135916	0.00346807	0.00178396	8.42048e-05	0.0293509	0.0285706	0.00583828	0.00795342	0.00134159	0.00721672	0.00264601	0.00246718	0.00142964	0.00942644	0.00290091	0.00681508	0.00235141	0.0071245	0.00915333	0.00231967	0.00232402	0.00961592	0.00297679	0.000124999	0.00305157	0.000604127	0.0131369	0.00344017	0.00277775	0.0149825	0.0112669	0.000170115	0.00971898	0.0024075	0.0160129	0.000386796	2.76276e-05	0.00319506	0.00528891	0.00513752	0.00130069	0.00582128	0.00468438	0.00331347	0.000208948	0.00420301	0.00567513	0.00616512	0.00376048	0.00357756	0.00161947	0.00147511	0.00877881	0.00248645	0.00499878	0.0138723	0.00623168	0.000336286	0.0140572	0.0013327	0.0126313	0.0126092	0.0201817	0.0136097	0.00832209	0.00663389	0.00469772	0.0189663	0.00290757	0.000687311	0.000698825	0.0293168	0.00183751	0.00917992	0.0135303	0.0233864	7.40329e-05	0.0162884	0.00848947	0.0040719	0.00202956	0.00421202	0.0159185	0.00354208	0.00412577	0.00964502	0.0017152	0.00584933	0.000319181	0.0151634	0.000230645	0.00627532	0.0113284	0.0223504	0.00619873	0.0055489	0.00730688	0.00343889	0.0123828	9.03212e-05	0.00620721	0.00947179	0.00434675	0.00542437	0.00686007	0.00679606	0.00786345	0.393925	1.686086	0.189463	0.406687	0.593314	0.810536	0.193797	0.313927	0.387888	0.104388
72	-620.5466	-893.0396	272.4931	0.0154296	0.00522466	0.0103903	0.0100548	0.00737659	0.00445079	0.0111688	2.58684e-05	0.011253	0.008692	0.00625787	0.0132451	0.00037095	0.00617867	0.00469716	0.000152821	0.00860861	0.00806607	0.00468813	0.0213671	0.0010136	0.00745094	0.00661483	0.00608564	0.00838348	0.00653107	0.00250666	0.0122977	0.0103028	0.00615799	0.00493142	0.00994296	0.0173499	0.00238814	0.0170624	0.002806	0.0501995	0.0149664	0.00810975	0.00526218	0.00518972	0.00413528	0.00350303	0.00129392	0.00112749	0.0188561	0.00489323	0.018392	0.00112478	0.00892921	0.0109099	0.000601192	0.00153342	0.0186299	0.013698	0.00221189	0.00183476	0.00237545	0.00366525	0.0100548	0.00324874	0.0456067	0.00540212	0.00592249	0.00237963	0.000887464	0.00371271	0.00131589	0.000811761	0.0154637	0.0171113	0.00319397	4.12864e-05	0.00301899	0.000662111	0.00448958	0.00189612	0.000838746	0.0143336	0.00994405	0.0205537	0.00683085	0.00411613	0.0128526	0.00183013	0.00947912	0.00450909	0.00101583	0.00424557	0.00896305	0.00974527	0.0191368	0.00104721	0.00688096	0.0122088	0.00228659	0.0309417	0.00622902	0.000124109	0.00293422	0.00280306	0.00755691	0.0171025	0.00913752	0.003395	0.0296597	0.000300249	0.00727226	0.00977333	0.0158919	0.00829372	0.0401696	0.00637844	0.0012521	0.00652713	0.00151884	0.00798286	0.0154952	0.00828587	0.0106906	0.0131617	0.00202913	0.00423133	0.00481525	0.0019165	0.00430698	0.000736668	0.00623253	0.0128919	0.0187945	0.00840555	0.0150851	0.00498829	0.000477192	0.000819809	0.002629	0.0015306	0.00986636	0.0213486	0.3332316	0.0210026	0.265768	0.734232	0.978997	0.418531	0.102314	0.253419	0.225736	0.0709892	0.275248	0.668658	1.49553	3.63309	14.0867	1.912682	0.013523	0.00457907	0.00910645	0.00881239	0.0064651	0.00390082	0.00978868	2.26719e-05	0.00986252	0.00761797	0.00548461	0.0116084	0.000325113	0.00541519	0.00411675	0.000133938	0.00754488	0.00706938	0.00410884	0.0187269	0.000888352	0.00653026	0.00579746	0.00533366	0.00734757	0.00572406	0.00219692	0.0107781	0.00902976	0.00539707	0.00432206	0.00871435	0.0152061	0.00209305	0.0149541	0.00245927	0.0439965	0.0131171	0.00710766	0.00461195	0.00454845	0.0036243	0.00307018	0.00113403	0.000988168	0.0165261	0.00428859	0.0161194	0.000985796	0.00782587	0.0095618	0.000526905	0.00134395	0.0163279	0.0120054	0.00193858	0.00160805	0.00208192	0.00321235	0.00881235	0.00284731	0.0399713	0.0047346	0.00519067	0.00208559	0.000777804	0.00325395	0.00115329	0.000711455	0.0135529	0.0149969	0.0027993	3.61848e-05	0.00264594	0.000580297	0.00393482	0.00166182	0.000735105	0.0125625	0.00871531	0.018014	0.00598679	0.00360752	0.0112645	0.00160399	0.00830782	0.00395192	0.000890308	0.00372096	0.00785552	0.00854108	0.0167722	0.000917808	0.00603071	0.0107002	0.00200404	0.0271183	0.00545932	0.000108774	0.00257165	0.0024567	0.00662313	0.0149892	0.00800843	0.00297549	0.0259948	0.000263148	0.00637365	0.00856568	0.0139282	0.0072689	0.035206	0.00559029	0.00109739	0.0057206	0.00133116	0.00699645	0.0135805	0.00726201	0.0093696	0.0115354	0.0017784	0.00370848	0.00422024	0.00167968	0.00377479	0.000645641	0.0054624	0.0112989	0.0164721	0.00736691	0.0132211	0.00437191	0.000418228	0.000718509	0.00230414	0.00134147	0.00864722	0.0187107	1.140987	2.08863	0.215125	0.416969	0.58303	0.784876	0.476916	0.0938252	0.352022	0.0772368
108	-617.0241	-889.8394	272.8153	2.13501e-05	0.00561867	0.00439119	0.00787963	0.00040389	0.000863374	0.00306584	0.000460365	0.00254354	0.00592802	0.000134845	0.00484769	0.00222847	0.000427403	0.00282072	0.00497887	0.00166793	0.00388931	0.000541296	0.0078563	7.69616e-05	0.00533436	0.000413103	0.0077506	9.6854e-05	0.00210296	0.00359496	0.00231809	0.000988525	0.000527889	0.0019837	0.00273897	0.00385977	0.00012445	0.00104949	0.000665679	0.0119347	0.00543591	0.00450707	0.00712861	0.00223014	0.00758479	0.00125112	0.000138483	0.00276634	0.00428547	0.00284607	0.00505804	0.00372225	0.00158142	0.0100385	0.000231099	0.000104386	0.00279606	0.00298317	0.00410958	0.00097569	0.00530116	0.00173829	0.000484671	0.00113238	0.00395546	0.00906314	0.00190733	0.00143338	0.00185538	0.00188102	0.000799943	0.000385114	0.00100336	0.00565055	0.00186313	0.00186134	0.00382772	0.00137581	0.00208721	0.00138611	0.000306068	0.00290716	0.00256026	3.05815e-05	0.00192739	0.00235424	0.000813541	0.00172788	0.000141631	0.000422595	0.000504276	0.0012947	0.00558929	0.00483487	0.0112078	0.000646469	0.00352996	0.0113633	5.63446e-05	0.00129044	0.00399912	0.00212001	0.00135198	0.000121504	0.00660127	0.00442409	0.00231907	0.0044602	0.000946833	0.00196916	0.000418038	8.26248e-05	0.0060612	0.00445151	0.00416696	0.00245285	0.00292713	0.00441167	4.58269e-05	0.00285997	0.00135841	0.00453524	0.00767585	0.0052428	0.00995082	0.00245107	0.0089412	0.00830173	0.00326223	0.000561006	0.00721232	0.00158979	0.00165212	0.00435301	0.00152023	0.00490749	0.00679331	0.00198702	0.00162674	0.000102975	0.00161437	0.00270592	0.6449279	0.0745425	0.339076	0.660924	0.925457	0.409832	0.0506713	0.364571	0.174926	0.0378031	0.202421	0.607526	1.64602	4.94019	26.4528	2.368314	5.04799e-05	0.0132847	0.0103825	0.0186305	0.000954953	0.00204135	0.00724885	0.00108848	0.00601392	0.0140162	0.000318826	0.0114618	0.00526898	0.00101055	0.00666928	0.011772	0.00394363	0.00919584	0.00127984	0.0185754	0.000181967	0.0126125	0.000976738	0.0183254	0.000229001	0.00497221	0.00849989	0.00548088	0.00233726	0.00124814	0.00469024	0.006476	0.00912599	0.000294248	0.0024814	0.00157393	0.0282183	0.0128526	0.0106565	0.0168548	0.00527291	0.0179334	0.00295813	0.000327429	0.00654071	0.0101325	0.00672922	0.0119592	0.00880085	0.0037391	0.023735	0.000546408	0.000246809	0.00661098	0.00705339	0.00971666	0.00230691	0.012534	0.00410999	0.00114595	0.00267738	0.00935225	0.0214288	0.00450968	0.00338908	0.00438685	0.00444746	0.00189138	0.00091056	0.00237235	0.0133601	0.00440516	0.00440093	0.00905023	0.00325295	0.00493497	0.0032773	0.000723665	0.00687367	0.00605345	7.23067e-05	0.00455711	0.00556635	0.00192353	0.00408538	0.000334872	0.000999179	0.0011923	0.00306117	0.0132153	0.0114315	0.0264996	0.00152851	0.00834622	0.0268673	0.000133221	0.00305111	0.00945549	0.00501253	0.00319661	0.000287283	0.015608	0.0104603	0.0054832	0.0105457	0.00223868	0.00465587	0.000988404	0.000195357	0.0143311	0.0105251	0.00985232	0.00579951	0.00692088	0.0104309	0.000108353	0.00676209	0.00321182	0.0107231	0.0181487	0.012396	0.0235276	0.00579528	0.0211405	0.0196285	0.00771318	0.00132644	0.0170527	0.00375889	0.00390626	0.0102922	0.00359441	0.0116032	0.016062	0.0046981	0.00384624	0.000243474	0.00381701	0.00639785	0.4229419	1.320896	0.159373	0.393172	0.606828	0.840627	0.396201	0.424245	0.0360231	0.143531
144	-614.7875	-888.4681	273.6806	0.0243775	0.0145332	0.00962519	0.0221469	0.00388005	0.00953262	0.0138134	4.59542e-06	0.00261696	0.00695784	0.0139672	0.00369986	0.00153513	0.00355769	0.0196882	0.00279675	0.00345344	0.00525347	0.00272078	0.0177141	0.00896879	0.00546908	0.00149533	0.00433754	0.00823664	0.0161149	0.000815987	0.00642855	0.00160696	0.00039004	0.00180265	0.000356619	0.017909	0.00113962	0.00720513	0.00526876	0.020705	0.0147597	0.014999	0.0212138	0.00409356	0.00747635	0.000333004	0.00602442	0.00178141	0.00338375	0.00361201	0.0139622	0.00156303	0.00543927	0.0143819	0.00110612	0.00248909	0.00400459	0.0200015	0.00356832	0.000377562	0.000989546	0.00636854	0.00104239	0.0028225	0.0233042	0.0085364	0.00343033	0.00810884	0.00587897	0.00533992	0.000513471	0.00241932	0.00370492	0.00823175	0.002849	0.0122773	0.00638363	0.00978733	9.47397e-05	0.00258252	0.0145338	0.0106046	0.00611877	0.00201495	0.00317465	0.00325148	0.00027346	0.00574898	0.0161454	0.00885288	0.000203988	0.0146881	0.00593365	0.0112106	0.00226819	0.0182813	0.00975794	0.00976848	0.0081213	0.0121816	0.001457	0.000961977	0.00463841	0.000187407	0.0203333	0.00566381	0.0100565	0.010815	0.0123379	0.00357981	0.00723515	0.00252066	0.00926971	0.00433682	0.00605292	0.00135685	0.015259	0.00269658	0.00498991	0.00869865	0.00176106	0.0134288	0.00295394	0.0135555	0.00229735	0.00642906	0.00137694	0.00375445	0.00857131	0.00214808	0.00610005	0.00319335	0.00870807	0.0066915	0.0159253	0.00169211	0.00237248	0.00595097	0.00851519	0.00198095	0.00352128	0.00726568	0.1533633	0.00117393	0.164318	0.835682	0.998826	0.490804	0.0119478	0.055847	0.441401	0.0566993	0.24667	0.646177	1.54756	4.054	17.6369	2.075203	0.0250505	0.0149344	0.00989089	0.0227583	0.00398716	0.00979577	0.0141947	4.72228e-06	0.00268921	0.00714991	0.0143528	0.00380199	0.00157751	0.0036559	0.0202317	0.00287395	0.00354877	0.00539849	0.00279589	0.0182031	0.00921638	0.00562005	0.00153661	0.00445728	0.00846401	0.0165598	0.000838512	0.00660601	0.00165132	0.000400807	0.00185241	0.000366464	0.0184034	0.00117108	0.00740402	0.00541421	0.0212766	0.0151671	0.015413	0.0217994	0.00420656	0.00768274	0.000342196	0.00619072	0.00183058	0.00347715	0.00371172	0.0143476	0.00160618	0.00558942	0.0147789	0.00113665	0.0025578	0.00411514	0.0205536	0.00366683	0.000387984	0.00101686	0.00654434	0.00107117	0.00290042	0.0239475	0.00877205	0.00352503	0.00833268	0.00604126	0.00548733	0.000527646	0.00248611	0.00380719	0.00845898	0.00292764	0.0126162	0.00655985	0.0100575	9.7355e-05	0.00265381	0.014935	0.0108974	0.00628768	0.00207057	0.00326229	0.00334123	0.000281009	0.00590768	0.0165911	0.00909726	0.000209619	0.0150935	0.00609745	0.0115201	0.0023308	0.0187859	0.0100273	0.0100381	0.00834549	0.0125179	0.00149722	0.000988533	0.00476645	0.00019258	0.0208946	0.00582015	0.0103341	0.0111135	0.0126785	0.00367863	0.00743488	0.00259025	0.0095256	0.00445654	0.00622001	0.0013943	0.0156803	0.00277102	0.00512766	0.00893877	0.00180967	0.0137995	0.00303548	0.0139297	0.00236077	0.00660653	0.00141495	0.00385809	0.00880792	0.00220738	0.00626845	0.0032815	0.00894846	0.00687622	0.016365	0.00173882	0.00243797	0.00611524	0.00875025	0.00203563	0.00361849	0.00746625	0.9731365	0.7095474	0.0848449	0.347738	0.652262	0.915155	0.191062	0.698666	0.057061	0.0532116
